Gene ID	Homologs	Symbol	Description	Training	Score	Evidence	Notes
ENSG00000065518	ENSMUSG00000022820 ENSRNOG00000002721 	NDUFB4	"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 4, 15kDa"	Known mitochondrial	0.999999997	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16674101_Sum: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.0388125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | 	Characterised; Metabolic model; 
ENSG00000132286	ENSMUSG00000089847 	TIMM10B	translocase of inner mitochondrial membrane 10 homolog B (yeast)	Known mitochondrial	0.999999997	PMID14651853_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.0773125 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1.8 | Comm_Mito_Ratio: 0.938 | 	Characterised; APEX (IMS) - PMID:25002142
ENSG00000160124	ENSDARG00000045351 ENSMUSG00000075229 ENSRNOG00000031653 	CCDC58	coiled-coil domain containing 58	Known mitochondrial	0.999999996	PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.01859375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 1.4 | 	APEX (IMS) - PMID:25002142
ENSG00000132837	ENSDARG00000025703 ENSMUSG00000042102 ENSRNOG00000023588 	DMGDH	dimethylglycine dehydrogenase	Known mitochondrial	0.999999996	PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 6 | PMID11840540_liver_0: 1 | PMID16615898_Sum: 2 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 2 | PMID17000643_Sum: 1 | MS_Placenta_Sum: 1 | MS_Liver_Sum: 8 | MS_Kidney_Sum: 4 | MTS_Mean: 0.730725 | compartments_knowledge_difference: 3 | Comm_Mito_Ratio: 0.667 | 	Characterised
ENSG00000172586	ENSDARG00000029100 ENSMUSG00000063787 ENSRNOG00000009297 	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	Known mitochondrial	0.999999996	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MTS_Mean: 0.758075 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | 	Literature; PMID:23908630
ENSG00000214113	ENSDARG00000078352 ENSMUSG00000046573 ENSRNOG00000047970 YER048W-A 	LYRM4	LYR motif containing 4	Known mitochondrial	0.999999996	PMID28435121_hESCs: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.696 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | 	OMIM:613311; APEX (matrix) - PMID:23371551
ENSG00000213463	ENSDARG00000028321 ENSMUSG00000021139 ENSRNOG00000006399 	SYNJ2BP	synaptojanin 2 binding protein	Known mitochondrial	0.999999996	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID17000643_Sum: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 2 | MS_Heart_Sum: 1 | MTS_Mean: 0.02574375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.2 | 	OMIM:609411; APEX (IMS) - PMID:25002142; APEX (OMM) - PMID:28441135
ENSG00000099968	ENSDARG00000062370 ENSMUSG00000009112 ENSRNOG00000012394 	BCL2L13	BCL2-like 13 (apoptosis facilitator)	Known mitochondrial	0.999999996	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 4 | MTS_Mean: 0.0243375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.4 | 	Literature; Apoptosis / OMM PMID:27348811; APEX (OMM) - PMID:28441135
ENSG00000176623	ENSDARG00000074507 ENSMUSG00000028229 ENSRNOG00000025145 	RMDN1	regulator of microtubule dynamics 1	Known mitochondrial	0.999999996	PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID26450961_Sum: 14 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.90596875 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: -0.4 | 	APEX (IMS) - PMID:25002142; APEX (OMM) - PMID:28441135
ENSG00000123130	ENSDARG00000058390 ENSMUSG00000025287 ENSRNOG00000003782 	ACOT9	acyl-CoA thioesterase 9	Known mitochondrial	0.999999996	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID16415296_unknown_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 5 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 4 | MTS_Mean: 0.85441875 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.4 | 	Characterised
ENSG00000187118	ENSDARG00000103670 ENSMUSG00000039163 ENSRNOG00000010149 	CMC1	C-x(9)-C motif containing 1	Known mitochondrial	0.999999996	PMID19700791_liver_0: 1 | PMID24708184_Sum: 3 | PMID26450961_Sum: 12 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 1 | MTS_Mean: 0.02488125 | hela_subcell_location_Mitochondrion: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 1 | 	Characterised; APEX (IMS) - PMID:25002142; APEX (OMM) - PMID:28441135
ENSG00000101181	ENSDARG00000063574 ENSMUSG00000039069 ENSRNOG00000059919 	MTG2	mitochondrial ribosome-associated GTPase 2	Known mitochondrial	0.999999995	PMID26450961_Sum: 2 | MS_Placenta_Sum: 1 | MTS_Mean: 0.733075 | hela_subcell_location_Mitochondrion: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.567 | 	Characterised; APEX (matrix) - PMID:23371551
ENSG00000172171	ENSDARG00000100548 ENSMUSG00000046909 ENSRNOG00000004000 	TEFM	"transcription elongation factor, mitochondrial"	Known mitochondrial	0.999999995	PMID28435121_hESCs: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 8 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.36768125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | 	Characterised; APEX (matrix) - PMID:23371551
ENSG00000167136	ENSDARG00000058865 ENSMUSG00000015337 ENSRNOG00000016033 SPAC17C9.08 YJL208C 	ENDOG	endonuclease G	Known mitochondrial	0.999999995	PMID14651853_Sum: 2 | PMID16415296_unknown_0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 14 | PMID16615898_Sum: 1 | PMID16615899_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.388 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.455 | 	Characterised; APEX (IMS) - PMID:25002142
ENSG00000172340	ENSDARG00000044914 ENSMUSG00000061838 ENSRNOG00000005686 SPCC1620.08 YGR244C 	SUCLG2	"succinate-CoA ligase, GDP-forming, beta subunit"	Known mitochondrial	0.999999995	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID14651853_Sum: 2 | PMID15253431_Sum: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16615898_Sum: 3 | PMID16615899_liver_0: 1 | PMID18232058_liver_0: 1 | PMID19834913_skeletal_muscle_0: 1 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.89124375 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 1 | 	Characterised; Metabolic model; APEX (matrix) - PMID:23371551
ENSG00000101019	ENSDARG00000068176 ENSMUSG00000005882 ENSRNOG00000048309 SPCC4B3.17 YPL215W 	UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Known mitochondrial	0.999999995	PMID12592411_heart_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 12 | PMID16582907_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Heart_Sum: 2 | MTS_Mean: 0.8336875 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 0.4 | 	APEX (matrix) - PMID:23371551
ENSG00000163319	ENSDARG00000069624 ENSMUSG00000016833 ENSRNOG00000002178 	MRPS18C	mitochondrial ribosomal protein S18C	Known mitochondrial	0.999999995	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 13 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.642525 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.9 | 	Characterised
ENSG00000006695	ENSDARG00000034309 ENSMUSG00000042148 ENSRNOG00000024972 SPBC365.02c YPL172C 	COX10	COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor	Known mitochondrial	0.999999995	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID24708184_Sum: 3 | MS_Brain_Sum: 1 | MTS_Mean: 0.6394375 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 1 | 	Characterised
ENSG00000213585	ENSDARG00000045132 ENSMUSG00000020402 ENSRNOG00000006375 	VDAC1	voltage-dependent anion channel 1	Known mitochondrial	0.999999995	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID14651853_Sum: 4 | PMID15253431_Sum: 2 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID11840540_liver_0: 1 | PMID12210211_Sum: 1 | PMID12601808_placenta_0: 1 | PMID12652598_neuroblastoma_cell_line_IMR.32_0: 1 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 2 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID15986334_immortalized_lymphoblastoid_cell_line_0: 1 | PMID16120276_neuroblastoma_cell_line_SH.SY5Y_0: 1 | PMID16615898_Sum: 6 | PMID16615899_liver_0: 1 | PMID16674101_Sum: 4 | PMID21189371_mammary_gland_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 3 | MS_Brain_Sum: 8 | MS_Skeletal_Muscle_Sum: 3 | MS_Liver_Sum: 8 | MS_Kidney_Sum: 4 | MS_Heart_Sum: 9 | MTS_Mean: 0.0958125 | hela_subcell_location_Mitochondrion: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | 	OMIM:604492; APEX (IMS) - PMID:25002142; APEX (OMM) - PMID:28441135
ENSG00000088888	ENSDARG00000069733 ENSMUSG00000037523 ENSRNOG00000025295 	MAVS	mitochondrial antiviral signaling protein	Known mitochondrial	0.999999995	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 5 | PMID16615898_Sum: 3 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Heart_Sum: 2 | MTS_Mean: 0.04123125 | hela_subcell_location_Mitochondrion: 1 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.2 | Comm_Mito_Ratio: 1 | 	Characterised; APEX (OMM) - PMID:28441135
ENSG00000125741	ENSDARG00000061761 ENSMUSG00000052214 	OPA3	"optic atrophy 3 (autosomal recessive, with chorea and spastic paraplegia)"	Known mitochondrial	0.999999995	PMID12592411_heart_0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 1 | MS_Liver_Sum: 1 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.44093125 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 2 | 	OMIM:606580
ENSG00000105341	ENSDARG00000096597 ENSMUSG00000057229 ENSRNOG00000020596 	ATP5SL	ATP5S-like	Known mitochondrial	0.999999995	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 4 | MS_Brain_Sum: 3 | MS_Liver_Sum: 1 | MTS_Mean: 0.81893125 | HPA_NonMitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1.8 | 	APEX (matrix) - PMID:23371551
ENSG00000154518	ENSDARG00000017775 ENSMUSG00000018770 ENSRNOG00000001596 	ATP5G3	"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C3 (subunit 9)"	Known mitochondrial	0.999999995	PMID15253431_Sum: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.945875 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 2.6 | Comm_Mito_Ratio: 1 | 	Characterised; Metabolic model; 
ENSG00000278845	ENSDARG00000044942 ENSMUSG00000018882 ENSRNOG00000010540 	MRPL45	mitochondrial ribosomal protein L45	Known mitochondrial	0.999999995	PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 9 | PMID15598749_T_leukemia_cell_line_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.72855625 | HPA_Mitochondria: 1 | compartments_knowledge_difference: 0.4 | 	Characterised; APEX (matrix) - PMID:23371551
ENSG00000133943	ENSDARG00000005179 ENSMUSG00000021185 ENSRNOG00000004442 	C14orf159	chromosome 14 open reading frame 159	Known mitochondrial	0.999999995	PMID12592411_heart_0: 1 | PMID15253431_Sum: 2 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 14 | PMID16615898_Sum: 3 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 2 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 6 | MTS_Mean: 0.88411875 | HPA_Cytoplasm: 1 | compartments_knowledge_difference: 1.6 | Cluh_Enrichment: 1 | 	Characterised; APEX (matrix) - PMID:23371551
ENSG00000170906	ENSDARG00000041400 ENSMUSG00000035674 ENSRNOG00000060293 	NDUFA3	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa"	Known mitochondrial	0.999999994	PMID12592411_heart_0: 1 | PMID15253431_Sum: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 14 | PMID12210211_Sum: 1 | PMID12601808_placenta_0: 1 | PMID12865426_liver_0: 1 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 3 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 5 | MTS_Mean: 0.19866875 | hela_subcell_location_Mitochondrion: 1 | compartments_knowledge_difference: 1 | 	Characterised; Metabolic model; 
ENSG00000213221	ENSDARG00000068655 ENSMUSG00000075467 ENSRNOG00000018791 SPAC24H6.02c YNL310C 	DNLZ	DNL-type zinc finger	Known mitochondrial	0.999999994	PMID26450961_Sum: 9 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 3 | MS_Heart_Sum: 1 | MTS_Mean: 0.9216 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | YeastMitoEvidenceGFP: 1 | compartments_knowledge_difference: 1 | Comm_Mito_Ratio: 0.913 | 	APEX (matrix) - PMID:23371551
ENSG00000123815	ENSDARG00000101130 ENSMUSG00000003762 ENSRNOG00000020848 	ADCK4	aarF domain containing kinase 4	Known mitochondrial	0.999999994	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 4 | PMID16582907_liver_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 2 | MS_Liver_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.5403875 | hela_subcell_location_NotMitochondrion: 1 | HPA_Mitochondria: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | MammalMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 1 | 	OMIM:615567; APEX (matrix) - PMID:23371551
ENSG00000151376	ENSDARG00000002305 ENSMUSG00000030621 ENSRNOG00000017311 	ME3	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	Known mitochondrial	0.999999994	MONOS_Homolog: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID24708184_Sum: 1 | PMID26450961_Sum: 13 | PMID16615898_Sum: 2 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 5 | MS_Skeletal_Muscle_Sum: 2 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 3 | MTS_Mean: 0.7242375 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1 | Cluh_Enrichment: 1 | Comm_Mito_Ratio: 0.833 | 	Characterised; Metabolic model; 
ENSG00000121310	ENSDARG00000016607 ENSMUSG00000028601 ENSRNOG00000029333 	ECHDC2	enoyl CoA hydratase domain containing 2	Known mitochondrial	0.999999993	PMID14651853_Sum: 2 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 2 | PMID26450961_Sum: 14 | PMID16615898_Sum: 3 | PMID21189371_mammary_gland_0: 1 | PMID21672642_liver_0: 1 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 4 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 3 | MS_Heart_Sum: 2 | MTS_Mean: 0.84941875 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.2 | Comm_Mito_Ratio: 0.769 | 	Characterised
ENSG00000135297	ENSDARG00000055679 ENSMUSG00000032342 ENSRNOG00000037659 SPBC30B4.06c YGL236C 	MTO1	mitochondrial tRNA translation optimization 1	Known mitochondrial	0.999999993	PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID26450961_Sum: 4 | MS_Placenta_Sum: 1 | MS_Brain_Sum: 1 | MTS_Mean: 0.761225 | hela_subcell_location_Mitochondrion: 1 | HPA_NonMitochondria: 1 | HPA_Cytoplasm: 1 | YeastMitoEvidenceGFP: 1 | Rickettsia_Homolog: 1 | compartments_knowledge_difference: 1.6 | Comm_Mito_Ratio: 0.273 | 	Characterised; APEX (matrix) - PMID:23371551
ENSG00000100243	ENSDARG00000005891 ENSMUSG00000018042 ENSRNOG00000009592 	CYB5R3	cytochrome b5 reductase 3	Known mitochondrial	0.999999993	PMID28435121_hESCs: 1 | PMID12592411_heart_0: 1 | PMID14651853_Sum: 1 | PMID15253431_Sum: 1 | PMID16415296_unknown_0: 1 | PMID17519225_T_leukemia_cell_line_0: 1 | PMID17705834_embryonic_stem_cell_line_0: 1 | PMID23956156_INS.1Beta_cell_line__0: 1 | PMID18348319_heart_0: 1 | PMID19567276_skeletal_muscle_0: 1 | PMID19700791_liver_0: 1 | PMID24708184_Sum: 4 | PMID26450961_Sum: 13 | PMID12865426_liver_0: 1 | PMID15501831_Sum: 1 | PMID15598749_T_leukemia_cell_line_0: 1 | PMID16615898_Sum: 4 | PMID23971408_neuroblastoma_.SH.SY5Y._cell_line_0: 1 | PMID26217684_brain_0: 1 | MS_Placenta_Sum: 2 | MS_Brain_Sum: 6 | MS_Skeletal_Muscle_Sum: 2 | MS_Liver_Sum: 5 | MS_Kidney_Sum: 2 | MS_Heart_Sum: 3 | MTS_Mean: 0.3563625 | hela_subcell_location_NotMitochondrion: 1 | HPA_NonMitochondria: 1 | compartments_knowledge_difference: 0.4 | Comm_Mito_Ratio: 0.357 | 	OMIM:613213; APEX (OMM) - PMID:28441135
ENSG00000178449	ENSDARG00000092124 ENSMUSG00000023020 ENSRNOG00000061425 	COX14	COX14 cytochrome c oxidase assembly factor	Known mitochondrial	0.999999992	PMID24708184_Sum: 3 | PMID26450961_Sum: 8 | MS_Brain_Sum: 5 | MS_Kidney_Sum: 1 | MS_Heart_Sum: 1 | MTS_Mean: 0.05304375 | HPA_Mitochondria: 1 | MammalMitoEvidenceGFP: 1 | compartments_knowledge_difference: 2 | Comm_Mito_Ratio: 0.964 | 	OMIM:614478
