GeneID	EnsemblGeneID	Symbol	Description	Synonyms	Maestro score	FDR	Evidence	Tissues
10434	ENSG00000120992	LYPLA1	lysophospholipase I	"APT-1, APT1, LPL-I, LPL1, hAPT1, O75608"	13	0%	"Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	all 14
127018	ENSG00000143353	LYPLAL1	lysophospholipase-like 1	Q5VWZ2	8	2%	"mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, largeintestine, placenta, testis"
57149	ENSG00000102897	LYRM1	LYR motif containing 1	"A211C6.1, O43325"	6	3%	"GFP, mito protein domain+, MS/MS"	"brainstem, testis"
57226	ENSG00000083099	LYRM2	LYR motif containing 2	"DJ122O8.2, Q9NU23"	14	0%	"APEX_matrix, GFP, targetP signal+, mito protein domain+, coexpression, MS/MS"	"heart, adipose, largeintestine, placenta"
57128	ENSG00000214113	LYRM4	LYR motif containing 4	"C6orf149, CGI-203, COXPD19, ISD11, RP11-428J1.4, Q9HD34"	29	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog, mito protein domain+, induction, coexpression, MS/MS++"	all 14
144363	ENSG00000205707	LYRM5	LYR motif containing 5	Q6IPR1	21	0%	"mito protein domain+, induction, coexpression, MS/MS++"	"cerebrum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta"
90624	ENSG00000186687	LYRM7	LYR motif containing 7	"C5orf31, MZM1L, Q5U5X0"	24	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
201229	ENSG00000232859	LYRM9	LYR motif containing 9	"C17orf108, A8MSI8"	8	1%	"targetP signal, mito protein domain+, MS/MS"	"cerebellum, heart, adipose, testis"
28992	ENSG00000133315	MACROD1	MACRO domain containing 1	"LRP16, Q9BQ69"	12	0%	"APEX_matrix, targetP signal+, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
115416	ENSG00000156928	MALSU1	mitochondrial assembly of ribosomal large subunit 1	"C7orf30, mtRsfA, Q96EH3"	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	"cerebrum, cerebellum, liver, smallintestine, largeintestine, placenta"
4128	ENSG00000189221	MAOA	monoamine oxidase A	"MAO-A, P21397"	2	15%	"literature, mito protein domain, MS/MS+"	all 14
4129	ENSG00000069535	MAOB	monoamine oxidase B	P27338	4	7%	"literature, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
92935	ENSG00000247626	MARS2	"methionyl-tRNA synthetase 2, mitochondrial"	"MetRS, SPAX3, mtMetRS, Q96GW9"	23	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
57506	ENSG00000088888	MAVS	mitochondrial antiviral signaling protein	"CARDIF, IPS-1, IPS1, VISA, Q7Z434"	8	2%	"literature, induction, coexpression+, MS/MS"	"brainstem, skeletalmuscle, adipose, placenta, testis"
27349	ENSG00000100294	MCAT	malonyl CoA:ACP acyltransferase (mitochondrial)	"FASN2C, MCT, MT, NET62, fabD, Q8IVS2"	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
56922	ENSG00000078070	MCCC1	methylcrotonoyl-CoA carboxylase 1 (alpha)	"MCC-B, MCCA, Q96RQ3"	24	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, induction, coexpression+, MS/MS++"	all 14
64087	ENSG00000131844	MCCC2	methylcrotonoyl-CoA carboxylase 2 (beta)	"MCCB, Q9HCC0"	19	0%	"literature, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	all 14
84693	ENSG00000124370	MCEE	methylmalonyl CoA epimerase	"GLOD2, Q96PE7"	19	0%	"targetP signal, induction, coexpression++, MS/MS++"	all 14
90550	ENSG00000156026	MCU	mitochondrial calcium uniporter	"C10orf42, CCDC109A, Q8NE86"	12	0%	"literature, GFP, mito protein domain+, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
63933	ENSG00000050393	MCUR1	mitochondrial calcium uniporter regulator 1	"C6orf79, CCDC90A, Q96AQ8"	17	0%	"APEX_matrix, yeast mito homolog+, mito protein domain+, induction, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
4190	ENSG00000014641	MDH1	"malate dehydrogenase 1, NAD (soluble)"	"HEL-S-32, MDH-s, MDHA, MGC:1375, MOR2, P40925"	12	0%	"Rickettsial homolog, mito protein domain, induction, coexpression+"	
4191	ENSG00000146701	MDH2	"malate dehydrogenase 2, NAD (mitochondrial)"	"M-MDH, MDH, MGC:3559, MOR1, P40926"	38	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
4199	ENSG00000065833	ME1	"malic enzyme 1, NADP(+)-dependent, cytosolic"	"HUMNDME, MES, P48163"	11	0%	"yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression"	"spinalcord, liver, adipose, placenta, testis"
4200	ENSG00000082212	ME2	"malic enzyme 2, NAD(+)-dependent, mitochondrial"	"ODS1, P23368"	18	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
10873	ENSG00000151376	ME3	"malic enzyme 3, NADP(+)-dependent, mitochondrial"	"NADP-ME, Q16798"	21	0%	"literature, yeast mito homolog+, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51102	ENSG00000116353	MECR	mitochondrial trans-2-enoyl-CoA reductase	"CGI-63, FASN2B, NRBF1, Q9BV79"	27	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	all 14
254042	ENSG00000172878	METAP1D	methionyl aminopeptidase type 1D (mitochondrial)	"MAP 1D, MAP1D, MetAP 1D, Metap1l, Q6UB28"	7	2%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression"	none
196074	ENSG00000169519	METTL15	methyltransferase like 15	"METT5D1, A6NJ78"	1	22%	"APEX_matrix, Rickettsial homolog, coexpression"	"largeintestine, placenta"
64745	ENSG00000165792	METTL17	methyltransferase like 17	"METT11D1, Q9H7H0"	8	2%	"GFP, yeast mito homolog++, mito protein domain+"	none
29081	ENSG00000138382	METTL5	methyltransferase like 5	"HSPC133, Q9NRN9"	10	0%	"Rickettsial homolog, mito protein domain+, induction, coexpression"	none
79828	ENSG00000123600	METTL8	methyltransferase like 8	"TIP, Q9H825"	4	8%	"APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain"	none
56947	ENSG00000168958	MFF	mitochondrial fission factor	"C2orf33, GL004, Q9GZY8"	4	6%	"literature, induction, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, adipose, largeintestine, placenta, testis"
55669	ENSG00000171109	MFN1	mitofusin 1	"hfzo1, hfzo2, Q8IWA4"	26	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS+"	"cerebellum, brainstem, spinalcord, kidney, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
9927	ENSG00000116688	MFN2	mitofusin 2	"CMT2A, CMT2A2, CPRP1, HSG, MARF, O95140"	18	0%	"literature, mito protein domain+, induction, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, largeintestine, stomach, placenta, testis"
84709	ENSG00000137463	MGARP	mitochondria-localized glutamic acid-rich protein	"C4orf49, CESP-1, HUMMR, OSAP, Q8TDB4"	0	32%	"literature, APEX_IMS, targetP signal, coexpression"	none
92667	ENSG00000125871	MGME1	mitochondrial genome maintenance exonuclease 1	"C20orf72, DDK1, MTDPS11, bA504H3.4, Q9BQP7"	-2	50%	"literature, APEX_matrix, GFP, targetP signal"	"largeintestine, placenta"
4257	ENSG00000008394	MGST1	microsomal glutathione S-transferase 1	"GST12, MGST, MGST-I, P10620"	8	2%	"mito protein domain, coexpression, MS/MS++"	"cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
4259	ENSG00000143198	MGST3	microsomal glutathione S-transferase 3	"GST-III, O14880"	4	7%	"APEX_IMS, mito protein domain, MS/MS++"	all 14
10367	ENSG00000107745	MICU1	mitochondrial calcium uptake 1	"CALC, CBARA1, EFHA3, Q9BPX6"	5	4%	"literature, APEX_IMS, GFP, targetP signal, mito protein domain, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
221154	ENSG00000165487	MICU2	mitochondrial calcium uptake 2	"1110008L20Rik, EFHA1, Q8IYU8"	9	1%	"literature, APEX_IMS, GFP, targetP signal+, mito protein domain, MS/MS+"	"smallintestine, largeintestine, placenta, testis"
54471	ENSG00000100335	MIEF1	mitochondrial elongation factor 1	"HSU79252, MID51, SMCR7L, dJ1104E15.3, Q9NQG6"	1	19%	"literature, mito protein domain, induction, coexpression"	none
440574	ENSG00000173436	MINOS1	mitochondrial inner membrane organizing system 1	"C1orf151, MIO10, Q5TGZ0"	28	0%	"literature, APEX_IMS, yeast mito homolog, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
4285	ENSG00000027001	MIPEP	mitochondrial intermediate peptidase	"HMIP, MIP, Q99797"	24	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, MS/MS++"	"cerebrum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
4292	ENSG00000076242	MLH1	mutL homolog 1	"COCA2, FCC2, HNPCC, HNPCC2, hMLH1, P40692"	5	4%	"yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression"	none
23417	ENSG00000103150	MLYCD	malonyl-CoA decarboxylase	"MCD, O95822"	19	0%	"literature, APEX_matrix, targetP signal+, mito protein domain, coexpression++, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"
326625	ENSG00000139428	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type	"ATR, cblB, cob, Q96EY8"	13	0%	"APEX_matrix, GFP, targetP signal, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"
25974	ENSG00000132763	MMACHC	"methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria"	"RP11-291L19.3, cblC, Q9Y4U1"	2	15%	"GFP, coexpression++"	none
27249	ENSG00000168288	MMADHC	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"	"C2orf25, CL25022, cblD, Q9H3L0"	6	3%	"APEX_matrix, targetP signal, induction, coexpression"	none
4337	ENSG00000124615	MOCS1	molybdenum cofactor synthesis 1	"MIG11, MOCOD, MOCODA, Q9NZB8"	19	0%	"APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain+, MS/MS+"	"cerebrum, liver, adipose, smallintestine, largeintestine, stomach, placenta"
51660	ENSG00000060762	MPC1	mitochondrial pyruvate carrier 1	"BRP44L, MPYCD, dJ68L15.3, Q9Y5U8"	17	0%	"GFP, yeast mito homolog+, mito protein domain+, MS/MS++"	all 14
347411	NA	MPC1L	mitochondrial pyruvate carrier 1-like	P0DKB6	20	0%	"targetP signal, yeast mito homolog+, mito protein domain+, MS/MS++"	testis
25874	ENSG00000143158	MPC2	mitochondrial pyruvate carrier 2	"BRP44, O95563"	37	0%	"literature, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
4357	ENSG00000128309	MPST	mercaptopyruvate sulfurtransferase	"MST, TST2, P25325"	10	0%	"APEX_matrix, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
4358	ENSG00000115204	MPV17	MpV17 mitochondrial inner membrane protein	"MTDPS6, SYM1, P39210"	17	0%	"literature, yeast mito homolog+, mito protein domain, coexpression, MS/MS++"	all 14
255027	ENSG00000156968	MPV17L	MPV17 mitochondrial membrane protein-like	"M-LPH, MLPH1, MLPH2, MPV17L1, Q2QL34"	14	0%	"targetP signal, yeast mito homolog+, mito protein domain, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver"
84769	ENSG00000254858	MPV17L2	MPV17 mitochondrial membrane protein-like 2	"FKSG24, Q567V2"	10	0%	"GFP, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	"largeintestine, placenta"
79922	ENSG00000129282	MRM1	mitochondrial rRNA methyltransferase 1 homolog (S. cerevisiae)	Q6IN84	27	0%	"APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain+, induction, coexpression"	"spinalcord, placenta, testis"
65008	ENSG00000169288	MRPL1	mitochondrial ribosomal protein L1	"BM022, L1MT, MRP-L1, Q9BYD6"	28	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	"cerebrum, cerebellum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
124995	ENSG00000159111	MRPL10	mitochondrial ribosomal protein L10	"L10MT, MRP-L10, MRP-L8, MRPL8, RPML8, Q7Z7H8"	30	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS++"	all 14
65003	ENSG00000174547	MRPL11	mitochondrial ribosomal protein L11	"L11MT, MRP-L11, Q9Y3B7"	26	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression+, MS/MS+"	all 14
6182	ENSG00000262814	MRPL12	mitochondrial ribosomal protein L12	"5c5-2, L12mt, MRP-L31/34, MRPL7, MRPL7/L12, RPML12, P52815"	42	0%	"literature, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	all 14
28998	ENSG00000172172	MRPL13	mitochondrial ribosomal protein L13	"L13, L13A, L13mt, RPL13, RPML13, Q9BYD1"	26	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS++"	all 14
64928	ENSG00000180992	MRPL14	mitochondrial ribosomal protein L14	"L14mt, L32mt, MRP-L14, MRP-L32, MRPL32, RMPL32, RPML32, Q6P1L8"	15	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, mito protein domain, coexpression+, MS/MS"	all 14
29088	ENSG00000137547	MRPL15	mitochondrial ribosomal protein L15	"L15mt, MRP-L15, MRP-L7, RPML7, Q9P015"	25	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
54948	ENSG00000166902	MRPL16	mitochondrial ribosomal protein L16	"L16mt, MRP-L16, Q9NX20"	28	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression++, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"
63875	ENSG00000158042	MRPL17	mitochondrial ribosomal protein L17	"L17mt, LIP2, MRP-L17, MRP-L26, RPL17L, RPML26, Q9NRX2"	26	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	all 14
29074	ENSG00000112110	MRPL18	mitochondrial ribosomal protein L18	"L18mt, MRP-L18, Q9H0U6"	17	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	all 14
9801	ENSG00000115364	MRPL19	mitochondrial ribosomal protein L19	"L19mt, MRP-L15, MRP-L19, MRPL15, RLX1, RP11-342K6.1, RPML15, P49406"	24	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51069	ENSG00000112651	MRPL2	mitochondrial ribosomal protein L2	"MRP-L14, RPML14, Q5T653"	34	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS++"	"spinalcord, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"
55052	ENSG00000242485	MRPL20	mitochondrial ribosomal protein L20	"L20mt, MRP-L20, Q9BYC9"	22	0%	"literature, APEX_matrix, targetP signal+, Rickettsial homolog, mito protein domain, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
219927	ENSG00000197345	MRPL21	mitochondrial ribosomal protein L21	"L21mt, MRP-L21, Q7Z2W9"	25	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS+"	all 14
29093	ENSG00000082515	MRPL22	mitochondrial ribosomal protein L22	"L22mt, MRP-L22, MRP-L25, RPML25, Q9NWU5"	21	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS++"	all 14
6150	ENSG00000214026	MRPL23	mitochondrial ribosomal protein L23	"L23MRP, RPL23, RPL23L, Q16540"	19	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, MS/MS++"	all 14
79590	ENSG00000143314	MRPL24	mitochondrial ribosomal protein L24	"L24mt, MRP-L18, MRP-L24, Q96A35"	25	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51264	ENSG00000108826	MRPL27	mitochondrial ribosomal protein L27	"L27mt, Q9P0M9"	19	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, MS/MS"	all 14
10573	ENSG00000086504	MRPL28	mitochondrial ribosomal protein L28	"MAAT1, p15, Q13084"	25	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
11222	ENSG00000114686	MRPL3	mitochondrial ribosomal protein L3	"COXPD9, MRL3, RPML3, P09001"	24	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, placenta, testis"
51263	ENSG00000185414	MRPL30	mitochondrial ribosomal protein L30	"L28MT, L30MT, MRP-L28, MRP-L30, MRPL28, MRPL28M, RPML28, Q8TCC3"	22	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression++, MS/MS"	all 14
64983	ENSG00000106591	MRPL32	mitochondrial ribosomal protein L32	"L32mt, MRP-L32, bMRP-59b, Q9BYC8"	19	0%	"literature, APEX_matrix, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	"cerebrum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
9553	ENSG00000243147	MRPL33	mitochondrial ribosomal protein L33	"C2orf1, L33mt, MRP-L33, RPL33L, O75394"	26	0%	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression, MS/MS++"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, stomach, placenta, testis"
64981	ENSG00000130312	MRPL34	mitochondrial ribosomal protein L34	"L34mt, Q9BQ48"	34	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression++, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51318	ENSG00000132313	MRPL35	mitochondrial ribosomal protein L35	"L35mt, MRP-L35, Q9NZE8"	17	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression++"	"largeintestine, testis"
64979	ENSG00000171421	MRPL36	mitochondrial ribosomal protein L36	"BRIP1, L36mt, MRP-L36, PRPL36, RPMJ, Q9P0J6"	24	0%	"literature, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, coexpression+"	none
51253	ENSG00000116221	MRPL37	mitochondrial ribosomal protein L37	"L37mt, MRP-L2, MRP-L37, MRPL2, RPML2, Q9BZE1"	19	0%	"literature, APEX_matrix, targetP signal, mito protein domain, induction, coexpression+, MS/MS++"	"kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
64978	ENSG00000204316	MRPL38	mitochondrial ribosomal protein L38	"L38MT, MRP-L3, MRP-L38, RPML3, Q96DV4"	17	0%	"APEX_matrix, targetP signal, mito protein domain, coexpression++, MS/MS+"	"cerebrum, spinalcord, heart, smallintestine, largeintestine, stomach, placenta, testis"
54148	ENSG00000154719	MRPL39	mitochondrial ribosomal protein L39	"C21orf92, L39mt, MRP-L5, MRPL5, PRED22, PRED66, RPML5, Q9NYK5"	13	0%	"literature, APEX_matrix, targetP signal, Rickettsial homolog, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51073	ENSG00000105364	MRPL4	mitochondrial ribosomal protein L4	"CGI-28, L4mt, Q9BYD3"	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, Rickettsial homolog, mito protein domain, induction, MS/MS++"	"cerebrum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"
64976	ENSG00000185608	MRPL40	mitochondrial ribosomal protein L40	"MRP-L22, MRPL22, NLVCF, URIM, Q9NQ50"	28	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain+, induction, coexpression, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
64975	ENSG00000182154	MRPL41	mitochondrial ribosomal protein L41	"BMRP, MRP-L27, MRPL27, RPML27, Q8IXM3"	19	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, induction, MS/MS++"	all 14
28977	ENSG00000198015	MRPL42	mitochondrial ribosomal protein L42	"L31MT, L42MT, MRP-L31, MRP-L42, MRP-S32, MRPL31, MRPS32, PTD007, RPML31, S32MT, Q9Y6G3"	10	1%	"APEX_matrix, GFP, mito protein domain+, induction, MS/MS"	"liver, adipose, largeintestine, testis"
84545	ENSG00000055950	MRPL43	mitochondrial ribosomal protein L43	"bMRP36a, Q8N983"	31	0%	"literature, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression, MS/MS++"	all 14
65080	ENSG00000135900	MRPL44	mitochondrial ribosomal protein L44	"COXPD16, L44MT, MRP-L44, Q9H9J2"	27	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, induction, coexpression+, MS/MS++"	"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
84311	ENSG00000174100	MRPL45	mitochondrial ribosomal protein L45	"L45mt, MRP-L45, B4DEF8"	13	0%	"literature, APEX_matrix, mito protein domain, induction, coexpression, MS/MS+"	"cerebrum, brainstem, spinalcord, adipose, smallintestine, largeintestine, stomach, placenta, testis"
26589	ENSG00000259494	MRPL46	mitochondrial ribosomal protein L46	"C15orf4, LIECG2, P2ECSL, Q9H2W6"	36	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression++, MS/MS++"	"cerebrum, cerebellum, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, placenta, testis"
57129	ENSG00000136522	MRPL47	mitochondrial ribosomal protein L47	"L47mt, MRP-L47, NCM1, Q9HD33"	21	0%	"literature, APEX_matrix, targetP signal+, yeast mito homolog++, mito protein domain, induction, coexpression"	all 14
51642	ENSG00000175581	MRPL48	mitochondrial ribosomal protein L48	"HSPC290, L48MT, MRP-L48, Q96GC5"	4	7%	"literature, APEX_matrix, mito protein domain, MS/MS++"	all 14
740	ENSG00000149792	MRPL49	mitochondrial ribosomal protein L49	"C11orf4, L49mt, MRP-L49, NOF, NOF1, Q13405"	24	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain, coexpression, MS/MS++"	all 14
54534	ENSG00000136897	MRPL50	mitochondrial ribosomal protein L50	"MRP-L50, Q8N5N7"	15	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression+, MS/MS"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
51258	ENSG00000111639	MRPL51	mitochondrial ribosomal protein L51	"HSPC241, MRP64, bMRP64, Q4U2R6"	19	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS++"	"cerebrum, cerebellum, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
122704	ENSG00000172590	MRPL52	mitochondrial ribosomal protein L52	Q86TS9	8	2%	"literature, APEX_matrix, targetP signal, coexpression, MS/MS"	"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
116540	ENSG00000204822	MRPL53	mitochondrial ribosomal protein L53	"L53MT, Q96EL3"	39	0%	"literature, APEX_matrix, targetP signal, yeast mito homolog++, mito protein domain+, induction, coexpression++, MS/MS++"	all 14
116541	ENSG00000183617	MRPL54	mitochondrial ribosomal protein L54	"L54mt, MRP-L54, Q6P161"	17	0%	"literature, APEX_matrix, yeast mito homolog++, mito protein domain, coexpression, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"
128308	ENSG00000162910	MRPL55	mitochondrial ribosomal protein L55	"AAVG5835, L55nt, MRP-L55, PRO19675, Q7Z7F7"	27	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, induction, coexpression++, MS/MS+"	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"
78988	ENSG00000173141	MRPL57	mitochondrial ribosomal protein L57	"MRP63, bMRP63, Q9BQC6"	16	0%	"literature, APEX_matrix, targetP signal, mito protein domain+, coexpression, MS/MS+"	"cerebrum, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, placenta, testis"
