ensembl_gene_id	IMPI_2018	MitoCarta2.0	GO_0005739	chromosome_name	start_position	end_position	hgnc_symbol	hg38_chromosome_name	hg38_start_position	hg38_end_position	hg38_hgnc_symbol
ENSG00000111843	TRUE	TRUE	TRUE	6	10723148	10731362	TMEM14C	6	10722915	10731129	TMEM14C
ENSG00000111850	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111906	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111911	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112031	TRUE	TRUE	TRUE	6	153308497	153323820	MTRF1L	6	152987362	153002685	MTRF1L
ENSG00000112062	FALSE	FALSE	TRUE	6	35995488	36079013	MAPK14	6	36027677	36111236	MAPK14
ENSG00000112096	TRUE	TRUE	TRUE	6	160090089	160183561	SOD2	6	159669057	159745186	SOD2
ENSG00000112110	TRUE	TRUE	TRUE	6	160210844	160219468	MRPL18	6	159789812	159798436	MRPL18
ENSG00000112208	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112234	TRUE	TRUE	TRUE	6	99316420	99395849	FBXL4	6	98868538	98948006	FBXL4
ENSG00000112290	TRUE	FALSE	TRUE	6	110421022	110501207	WASF1	6	110099819	110180004	WASF1
ENSG00000112294	TRUE	TRUE	TRUE	6	24495080	24537435	ALDH5A1	6	24494852	24537207	ALDH5A1
ENSG00000112304	TRUE	TRUE	TRUE	6	24667263	24705293	ACOT13	6	24667035	24705065	ACOT13
ENSG00000112378	FALSE	FALSE	TRUE	6	138409642	138428648	PERP	6	138088505	138107511	PERP
ENSG00000112474	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112514	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112651	TRUE	TRUE	TRUE	6	43021767	43027544	MRPL2	6	43054029	43059806	MRPL2
ENSG00000112695	TRUE	TRUE	TRUE	6	75947391	75960039	COX7A2	6	75237675	75250323	COX7A2
ENSG00000112761	FALSE	FALSE	TRUE	6	112375275	112392171	WISP3	6	112054072	112070969	WISP3
ENSG00000112782	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000112855	TRUE	TRUE	TRUE	5	140071011	140078889	HARS2	5	140691426	140699318	HARS2
ENSG00000112983	FALSE	FALSE	TRUE	5	137475455	137514675	BRD8	5	138139766	138178986	BRD8
ENSG00000112992	TRUE	TRUE	TRUE	5	43602794	43707507	NNT	5	43602692	43707405	NNT
ENSG00000112996	TRUE	TRUE	TRUE	5	44809027	44820530	MRPS30	5	44808925	44820428	MRPS30
ENSG00000113013	TRUE	TRUE	TRUE	5	137890571	137911133	HSPA9	5	138553756	138575724	HSPA9
ENSG00000113048	TRUE	TRUE	TRUE	5	71515236	71616473	MRPS27	5	72219409	72320646	MRPS27
ENSG00000113140	FALSE	FALSE	TRUE	5	151040657	151066726	SPARC	5	151661096	151687165	SPARC
ENSG00000113163	FALSE	FALSE	TRUE	5	74664311	74807963	COL4A3BP	5	75356345	75512138	COL4A3BP
ENSG00000113272	TRUE	TRUE	TRUE	5	157158205	157168456	THG1L	5	157731197	157741448	THG1L
ENSG00000113273	FALSE	FALSE	TRUE	5	78073032	78281910	ARSB	5	78777209	78986087	ARSB
ENSG00000113384	TRUE	TRUE	TRUE	5	32124810	32174456	GOLPH3	5	32124704	32174350	GOLPH3
ENSG00000113407	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000113492	TRUE	TRUE	TRUE	5	34998206	35048198	AGXT2	5	34998101	35048135	AGXT2
ENSG00000113575	FALSE	FALSE	TRUE	5	133530025	133561833	PPP2CA	5	134194334	134226142	PPP2CA
ENSG00000113580	TRUE	FALSE	TRUE	5	142657496	142815077	NR3C1	5	143277931	143435512	NR3C1
ENSG00000113593	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000113643	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000113734	TRUE	FALSE	TRUE	5	172571445	172591390	BNIP1	5	173144442	173164387	BNIP1
ENSG00000113790	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000113845	TRUE	TRUE	TRUE	3	119217379	119243937	TIMMDC1	3	119498532	119525090	TIMMDC1
ENSG00000114021	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000114023	TRUE	TRUE	TRUE	3	122103023	122131181	FAM162A	3	122384176	122412334	FAM162A
ENSG00000114026	TRUE	TRUE	TRUE	3	9791628	9829903	OGG1	3	9749944	9788219	OGG1
ENSG00000114054	TRUE	TRUE	TRUE	3	135969148	136056738	PCCB	3	136250306	136337896	PCCB
ENSG00000114120	TRUE	TRUE	TRUE	3	140660672	140698775	SLC25A36	3	140941830	140980961	SLC25A36
ENSG00000114126	FALSE	FALSE	TRUE	3	141663277	141868386	TFDP2	3	141944428	142149544	TFDP2
ENSG00000114374	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000114383	TRUE	FALSE	TRUE	3	50357458	50365682	TUSC2	3	50320027	50328251	TUSC2
ENSG00000114573	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000114686	TRUE	TRUE	TRUE	3	131181056	131221827	MRPL3	3	131462212	131502983	MRPL3
ENSG00000114735	TRUE	TRUE	TRUE	3	50606583	50622366	HEMK1	3	50569152	50596168	HEMK1
ENSG00000114857	TRUE	FALSE	TRUE	3	42642106	42690227	NKTR	3	42600614	42648741	NKTR
ENSG00000114942	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000114956	TRUE	TRUE	TRUE	2	74153953	74186088	DGUOK	2	73926826	73958961	DGUOK
ENSG00000114993	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115042	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115112	FALSE	FALSE	TRUE	2	121974163	122042783	TFCP2L1	2	121216587	121285207	TFCP2L1
ENSG00000115159	TRUE	TRUE	TRUE	2	157291802	157470247	GPD2	2	156435290	156613735	GPD2
ENSG00000115204	TRUE	TRUE	TRUE	2	27532360	27548547	MPV17	2	27309492	27325680	MPV17
ENSG00000115275	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115286	TRUE	TRUE	TRUE	19	1383526	1395583	NDUFS7	19	1383527	1395589	NDUFS7
ENSG00000115317	TRUE	TRUE	TRUE	2	74756504	74760472	HTRA2	2	74529377	74533348	HTRA2
ENSG00000115361	TRUE	TRUE	TRUE	2	211052663	211090215	ACADL	2	210187939	210225491	ACADL
ENSG00000115364	TRUE	TRUE	TRUE	2	75873909	75917977	MRPL19	2	75646783	75690851	MRPL19
ENSG00000115419	TRUE	TRUE	TRUE	2	191745553	191830278	GLS	2	190880827	190965552	GLS
ENSG00000115425	FALSE	FALSE	TRUE	2	216861052	216947678	PECR	2	215996329	216082955	PECR
ENSG00000115464	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000115468	TRUE	TRUE	TRUE	2	233470767	233547491	EFHD1	2	232606057	232682781	EFHD1
ENSG00000115520	TRUE	TRUE	TRUE	2	198318147	198340032	COQ10B	2	197453423	197475308	COQ10B
ENSG00000115541	TRUE	TRUE	TRUE	2	198364718	198368181	HSPE1	2	197499994	197503457	HSPE1
ENSG00000115657	TRUE	TRUE	TRUE	2	220074490	220083712	ABCB6	2	219209766	219219017	ABCB6
ENSG00000115840	TRUE	TRUE	TRUE	2	172640880	172864766	SLC25A12	2	171784370	171999859	SLC25A12
ENSG00000115919	FALSE	FALSE	TRUE	2	143635067	143799890	KYNU	2	142877498	143055832	KYNU
ENSG00000115944	TRUE	TRUE	TRUE	2	42560686	42652228	COX7A2L	2	42333546	42425088	COX7A2L
ENSG00000115966	FALSE	FALSE	TRUE	2	175936978	176033110	ATF2	2	175072250	175168382	ATF2
ENSG00000115993	FALSE	FALSE	TRUE	2	202241930	202316302	TRAK2	2	201377207	201451579	TRAK2
ENSG00000116096	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116106	FALSE	FALSE	TRUE	2	222282747	222438922	EPHA4	2	221418027	221574202	EPHA4
ENSG00000116133	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116151	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116171	TRUE	TRUE	TRUE	1	53392901	53517375	SCP2	1	52927229	53051703	SCP2
ENSG00000116221	TRUE	TRUE	TRUE	1	54649714	54691137	MRPL37	1	54184041	54225464	MRPL37
ENSG00000116288	TRUE	TRUE	TRUE	1	8014351	8045565	PARK7	1	7954291	7985505	PARK7
ENSG00000116337	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116353	TRUE	TRUE	TRUE	1	29519385	29557454	MECR	1	29192873	29230942	MECR
ENSG00000116459	TRUE	TRUE	TRUE	NA	NA	NA	NA	1	111448864	111462773	ATP5PB
ENSG00000116685	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116688	TRUE	TRUE	TRUE	1	12040238	12073571	MFN2	1	11980181	12013514	MFN2
ENSG00000116711	FALSE	FALSE	TRUE	1	186798085	186958113	PLA2G4A	1	186828953	186988981	PLA2G4A
ENSG00000116741	FALSE	FALSE	TRUE	1	192778169	192781403	RGS2	1	192809039	192812283	RGS2
ENSG00000116750	FALSE	FALSE	TRUE	1	192981380	193029237	UCHL5	1	193012250	193060080	UCHL5
ENSG00000116771	TRUE	TRUE	TRUE	1	15898848	15911605	AGMAT	1	15572353	15585110	AGMAT
ENSG00000116791	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116863	TRUE	FALSE	TRUE	1	36554476	36559533	ADPRHL2	1	36088875	36093932	ADPRHL2
ENSG00000116874	TRUE	TRUE	TRUE	1	119573839	119683294	WARS2	1	119031216	119140671	WARS2
ENSG00000116882	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000116898	TRUE	TRUE	TRUE	1	36921319	36930038	MRPS15	1	36455718	36464437	MRPS15
ENSG00000116906	FALSE	FALSE	TRUE	1	231376953	231413719	GNPAT	1	231241207	231277973	GNPAT
ENSG00000117009	TRUE	TRUE	TRUE	1	241695434	241758944	KMO	1	241532134	241595642	KMO
ENSG00000117016	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117054	TRUE	TRUE	TRUE	1	76190036	76253260	ACADM	1	75724347	75787575	ACADM
ENSG00000117114	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117118	TRUE	TRUE	TRUE	1	17345217	17380665	SDHB	1	17018722	17054170	SDHB
ENSG00000117280	FALSE	FALSE	TRUE	NA	NA	NA	NA	1	205767986	205775460	RAB29
ENSG00000117289	FALSE	FALSE	TRUE	1	145438469	145442635	TXNIP	NA	NA	NA	NA
ENSG00000117305	TRUE	TRUE	TRUE	1	24128375	24165110	HMGCL	1	23801885	23838620	HMGCL
ENSG00000117362	FALSE	FALSE	TRUE	1	150237804	150241980	APH1A	1	150265399	150269580	APH1A
ENSG00000117450	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117480	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117481	TRUE	TRUE	TRUE	1	46805849	46830824	NSUN4	1	46340177	46365152	NSUN4
ENSG00000117528	TRUE	TRUE	TRUE	1	94883933	94984222	ABCD3	1	94418455	94518666	ABCD3
ENSG00000117592	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117593	TRUE	TRUE	TRUE	1	173793641	173827684	DARS2	1	173824568	173858808	DARS2
ENSG00000117640	TRUE	TRUE	TRUE	1	26145131	26159432	MTFR1L	1	25818640	25832942	MTFR1L
ENSG00000117791	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117862	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000117877	FALSE	FALSE	TRUE	19	45909467	45914024	CD3EAP	19	45406209	45410766	CD3EAP
ENSG00000117906	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000118046	FALSE	FALSE	TRUE	19	1189406	1228428	STK11	19	1177558	1228435	STK11
ENSG00000118246	TRUE	TRUE	TRUE	2	207630081	207657233	FASTKD2	2	206765357	206792509	FASTKD2
ENSG00000118260	TRUE	FALSE	TRUE	2	208394461	208468155	CREB1	2	207529737	207603431	CREB1
ENSG00000118363	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000118412	FALSE	FALSE	TRUE	6	90539613	90584155	CASP8AP2	6	89829894	89874436	CASP8AP2
ENSG00000118432	FALSE	FALSE	TRUE	6	88849583	88876078	CNR1	6	88139864	88166359	CNR1
ENSG00000118492	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000118508	TRUE	TRUE	TRUE	6	146864829	146876101	RAB32	6	146543693	146554965	RAB32
ENSG00000118515	FALSE	FALSE	TRUE	6	134490384	134639250	SGK1	6	134169246	134318112	SGK1
ENSG00000118520	TRUE	FALSE	TRUE	6	131894284	131905472	ARG1	6	131573144	131584332	ARG1
ENSG00000118596	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000118689	FALSE	FALSE	TRUE	6	108881038	109005977	FOXO3	6	108559835	108684774	FOXO3
ENSG00000118705	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000118777	TRUE	FALSE	TRUE	4	89011416	89152474	ABCG2	4	88090264	88231322	ABCG2
ENSG00000118898	FALSE	FALSE	TRUE	16	4932508	5010742	PPL	16	4882507	4960741	PPL
ENSG00000118960	FALSE	FALSE	TRUE	2	20760208	20850849	HS1BP3	2	20560448	20651089	HS1BP3
ENSG00000119013	TRUE	TRUE	TRUE	2	201936156	201950473	NDUFB3	2	201071433	201085750	NDUFB3
ENSG00000119285	TRUE	FALSE	TRUE	1	236712305	236767804	HEATR1	1	236549005	236604504	HEATR1
ENSG00000119414	FALSE	FALSE	TRUE	9	127908852	127952218	PPP6C	9	125146573	125189939	PPP6C
ENSG00000119421	TRUE	TRUE	TRUE	9	124894745	124922098	NDUFA8	9	122144058	122159819	NDUFA8
ENSG00000119431	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000119471	TRUE	TRUE	TRUE	9	115142217	115234690	HSDL2	9	112379937	112472410	HSDL2
ENSG00000119632	FALSE	FALSE	TRUE	14	94594116	94596590	IFI27L2	14	94127779	94130253	IFI27L2
ENSG00000119673	TRUE	TRUE	TRUE	14	74034324	74042357	ACOT2	14	73567620	73575658	ACOT2
ENSG00000119689	TRUE	TRUE	TRUE	14	75348594	75370448	DLST	14	74881891	74903745	DLST
ENSG00000119705	TRUE	TRUE	TRUE	14	78174414	78227447	SLIRP	14	77708071	77761104	SLIRP
ENSG00000119711	TRUE	TRUE	TRUE	14	74523553	74551196	ALDH6A1	14	74056850	74084493	ALDH6A1
ENSG00000119723	TRUE	TRUE	TRUE	14	74416629	74430373	COQ6	14	73949926	73963670	COQ6
ENSG00000119771	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000119772	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000119912	TRUE	TRUE	TRUE	10	94211441	94333833	IDE	10	92451684	92574076	IDE
ENSG00000119917	TRUE	FALSE	TRUE	10	91087651	91100728	IFIT3	10	89327894	89340971	IFIT3
ENSG00000119927	TRUE	TRUE	TRUE	10	113909624	113975135	GPAM	10	112149864	112215377	GPAM
ENSG00000119943	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120254	TRUE	TRUE	TRUE	6	151186685	151423023	MTHFD1L	6	150865549	151101887	MTHFD1L
ENSG00000120265	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120329	TRUE	FALSE	TRUE	5	140682196	140683612	SLC25A2	5	141302629	141304045	SLC25A2
ENSG00000120333	TRUE	TRUE	TRUE	1	174979925	174992561	MRPS14	1	175010789	175023425	MRPS14
ENSG00000120437	FALSE	FALSE	TRUE	6	160181360	160200144	ACAT2	6	159760328	159779055	ACAT2
ENSG00000120471	TRUE	FALSE	TRUE	11	128804626	128813040	TP53AIP1	11	128934731	128943399	TP53AIP1
ENSG00000120533	FALSE	FALSE	TRUE	8	110346553	110358182	ENY2	8	109334324	109345953	ENY2
ENSG00000120662	TRUE	TRUE	TRUE	13	41790505	41837742	MTRF1	13	41216369	41263577	MTRF1
ENSG00000120675	TRUE	TRUE	TRUE	13	43597339	43683045	DNAJC15	13	43023203	43114224	DNAJC15
ENSG00000120697	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120705	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120832	TRUE	TRUE	TRUE	NA	NA	NA	NA	12	106977291	106987166	MTERF2
ENSG00000120885	FALSE	FALSE	TRUE	8	27454434	27472548	CLU	8	27596917	27615031	CLU
ENSG00000120910	FALSE	FALSE	TRUE	8	22298332	22398652	PPP3CC	8	22440819	22541142	PPP3CC
ENSG00000120915	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000120942	TRUE	FALSE	TRUE	1	11333263	11356106	UBIAD1	1	11273206	11296049	UBIAD1
ENSG00000120992	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000121057	TRUE	TRUE	TRUE	17	55162453	55198710	AKAP1	17	57085092	57121349	AKAP1
ENSG00000121289	TRUE	TRUE	TRUE	19	33369902	33462897	CEP89	19	32875925	32971991	CEP89
ENSG00000121310	TRUE	TRUE	TRUE	1	53361656	53392884	ECHDC2	1	52895910	52927212	ECHDC2
ENSG00000121361	FALSE	FALSE	TRUE	12	21917889	21928515	KCNJ8	12	21764955	21775581	KCNJ8
ENSG00000121653	FALSE	FALSE	TRUE	11	45907202	45928016	MAPK8IP1	11	45885651	45906465	MAPK8IP1
ENSG00000121691	FALSE	TRUE	TRUE	11	34460472	34493609	CAT	11	34438925	34472062	CAT
ENSG00000121749	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000121897	TRUE	TRUE	TRUE	4	39460620	39479273	LIAS	4	39458587	39485109	LIAS
ENSG00000122033	TRUE	TRUE	TRUE	13	28009776	28024739	MTIF3	13	27435643	27450591	MTIF3
ENSG00000122085	TRUE	TRUE	TRUE	NA	NA	NA	NA	2	241072169	241102332	MTERF4
ENSG00000122140	TRUE	TRUE	TRUE	9	138391830	138396519	MRPS2	9	135499984	135504673	MRPS2
ENSG00000122203	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000122335	TRUE	TRUE	TRUE	6	158530536	158589312	SERAC1	6	158109515	158168280	SERAC1
ENSG00000122378	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000122386	FALSE	FALSE	TRUE	16	3162561	3170518	ZNF205	16	3112560	3120517	ZNF205
ENSG00000122406	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000122515	FALSE	FALSE	TRUE	7	44788180	44809477	ZMIZ2	7	44748581	44769881	ZMIZ2
ENSG00000122687	TRUE	TRUE	TRUE	NA	NA	NA	NA	7	2234231	2242198	MRM2
ENSG00000122696	TRUE	TRUE	TRUE	9	37879400	37904350	SLC25A51	9	37879400	37904353	SLC25A51
ENSG00000122729	FALSE	TRUE	TRUE	9	32384618	32454767	ACO1	9	32384603	32454769	ACO1
ENSG00000122873	TRUE	TRUE	TRUE	10	60028818	60049346	CISD1	10	58269058	58289586	CISD1
ENSG00000122884	TRUE	FALSE	TRUE	10	74766975	74856732	P4HA1	10	73007217	73096974	P4HA1
ENSG00000122912	TRUE	TRUE	TRUE	10	70237756	70287231	SLC25A16	10	68477999	68527474	SLC25A16
ENSG00000122971	TRUE	TRUE	TRUE	12	121163538	121177811	ACADS	12	120725735	120740008	ACADS
ENSG00000123130	TRUE	TRUE	TRUE	X	23720370	23784592	ACOT9	X	23702253	23766475	ACOT9
ENSG00000123131	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000123191	TRUE	FALSE	TRUE	13	52506809	52585630	ATP7B	13	51930436	52012125	ATP7B
ENSG00000123213	TRUE	TRUE	TRUE	5	65018023	65167553	NLN	5	65722196	65871725	NLN
ENSG00000123297	TRUE	TRUE	TRUE	12	58176372	58201854	TSFM	12	57782589	57808071	TSFM
ENSG00000123453	TRUE	TRUE	TRUE	9	136528682	136605077	SARDH	9	133663560	133739955	SARDH
ENSG00000123472	TRUE	TRUE	TRUE	1	47098409	47139539	ATPAF1	1	46632737	46673867	ATPAF1
ENSG00000123485	FALSE	FALSE	TRUE	2	234742062	234763212	HJURP	2	233833416	233854566	HJURP
ENSG00000123545	TRUE	TRUE	TRUE	6	97337189	97345757	NDUFAF4	6	96889313	96897881	NDUFAF4
ENSG00000123594	FALSE	FALSE	TRUE	X	13336770	13338518	ATXN3L	X	13318236	13320399	ATXN3L
ENSG00000123600	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000123689	TRUE	FALSE	TRUE	1	209848765	209849733	G0S2	1	209675420	209676388	G0S2
ENSG00000123815	TRUE	TRUE	TRUE	NA	NA	NA	NA	19	40691529	40718207	COQ8B
ENSG00000123892	FALSE	FALSE	TRUE	11	87846410	87908635	RAB38	11	88113242	88175467	RAB38
ENSG00000123983	TRUE	FALSE	TRUE	2	223725652	223809357	ACSL3	2	222860934	222944639	ACSL3
ENSG00000123989	FALSE	FALSE	TRUE	2	220403669	220408509	CHPF	2	219538947	219543787	CHPF
ENSG00000124019	FALSE	FALSE	TRUE	2	225243415	225266802	FAM124B	2	224378698	224402085	FAM124B
ENSG00000124098	TRUE	TRUE	TRUE	20	54933971	54943719	FAM210B	20	56358915	56368663	FAM210B
ENSG00000124164	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124172	TRUE	TRUE	TRUE	NA	NA	NA	NA	20	59025467	59032382	ATP5F1E
ENSG00000124194	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124207	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124253	FALSE	FALSE	TRUE	20	56136136	56141513	PCK1	20	57561080	57568112	PCK1
ENSG00000124279	TRUE	TRUE	TRUE	5	7859272	7869150	FASTKD3	5	7859159	7869037	FASTKD3
ENSG00000124370	TRUE	TRUE	TRUE	2	71336814	71357369	MCEE	2	71109684	71130239	MCEE
ENSG00000124374	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124440	FALSE	FALSE	TRUE	19	46800303	46846690	HIF3A	19	46297046	46343433	HIF3A
ENSG00000124523	TRUE	TRUE	TRUE	6	13574816	13614790	SIRT5	6	13574529	13615158	SIRT5
ENSG00000124532	TRUE	TRUE	TRUE	6	24403153	24425810	MRS2	6	24402908	24426194	MRS2
ENSG00000124593	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124608	TRUE	TRUE	TRUE	6	44267391	44281063	AARS2	6	44299654	44313326	AARS2
ENSG00000124614	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124615	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000124766	FALSE	FALSE	TRUE	6	21593972	21598847	SOX4	6	21592768	21598619	SOX4
ENSG00000124786	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125166	TRUE	TRUE	TRUE	16	58741035	58768261	GOT2	16	58707131	58734357	GOT2
ENSG00000125170	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125246	TRUE	TRUE	TRUE	13	100258919	100549387	CLYBL	13	99606669	99897134	CLYBL
ENSG00000125356	TRUE	TRUE	TRUE	X	119005450	119010625	NDUFA1	X	119871487	119876662	NDUFA1
ENSG00000125375	TRUE	TRUE	TRUE	NA	NA	NA	NA	14	50312326	50335558	DMAC2L
ENSG00000125434	TRUE	TRUE	TRUE	17	8191081	8198661	SLC25A35	17	8287763	8295343	SLC25A35
ENSG00000125445	TRUE	TRUE	TRUE	17	73257755	73262454	MRPS7	17	75261674	75266373	MRPS7
ENSG00000125454	TRUE	TRUE	TRUE	17	73269073	73285591	SLC25A19	17	75272981	75289510	SLC25A19
ENSG00000125458	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125459	TRUE	FALSE	TRUE	1	155579979	155718153	MSTO1	1	155610205	155614967	MSTO1
ENSG00000125484	FALSE	FALSE	TRUE	9	135545422	135570342	GTF3C4	9	132670035	132694955	GTF3C4
ENSG00000125611	TRUE	TRUE	TRUE	2	113341817	113346852	CHCHD5	2	112584240	112589275	CHCHD5
ENSG00000125648	TRUE	TRUE	TRUE	19	6436090	6465214	SLC25A23	19	6436079	6465203	SLC25A23
ENSG00000125652	TRUE	TRUE	TRUE	19	6372444	6375042	ALKBH7	19	6372433	6375251	ALKBH7
ENSG00000125656	TRUE	TRUE	TRUE	19	6361463	6368919	CLPP	19	6361452	6368910	CLPP
ENSG00000125691	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125741	TRUE	TRUE	TRUE	19	46030685	46105470	OPA3	19	45527427	45602212	OPA3
ENSG00000125779	TRUE	TRUE	TRUE	20	3869486	3907605	PANK2	20	3888839	3929882	PANK2
ENSG00000125844	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000125871	TRUE	TRUE	TRUE	20	17949556	17971765	MGME1	20	17968913	17991122	MGME1
ENSG00000125901	TRUE	TRUE	TRUE	20	3026591	3028900	MRPS26	20	3045945	3048254	MRPS26
ENSG00000125910	FALSE	FALSE	TRUE	19	3172344	3180329	S1PR4	19	3172346	3180332	S1PR4
ENSG00000125995	TRUE	TRUE	TRUE	20	34287194	34288906	ROMO1	20	35699272	35700984	ROMO1
ENSG00000126215	TRUE	FALSE	TRUE	14	104163946	104181841	XRCC3	14	103697609	103715504	XRCC3
ENSG00000126267	TRUE	TRUE	TRUE	19	36139125	36149763	COX6B1	19	35648223	35658861	COX6B1
ENSG00000126353	FALSE	FALSE	TRUE	17	38710021	38721724	CCR7	17	40553769	40565472	CCR7
ENSG00000126432	TRUE	TRUE	TRUE	11	64085560	64089283	PRDX5	11	64318088	64321811	PRDX5
ENSG00000126581	FALSE	FALSE	TRUE	17	40962152	40985367	BECN1	17	42810134	42833350	BECN1
ENSG00000126602	TRUE	TRUE	TRUE	16	3701640	3767598	TRAP1	16	3651639	3717597	TRAP1
ENSG00000126709	TRUE	FALSE	TRUE	1	27992572	27998729	IFI6	1	27666061	27672218	IFI6
